actionNumber,actionType,clock,description,isFieldGoal,location,period,personId,playerName,playerNameI,pointsTotal,scoreAway,scoreHome,shotDistance,shotResult,subType,teamId,teamTricode,videoAvailable,xLegacy,yLegacy,video_url,video_id,data_split_id,delexicalized_description,players_in_description,action_type_code
463.0,Made Shot,PT00M33.30S,Barea 1' Running Reverse Layup (2 PTS),1.0,h,3.0,200826.0,Barea,J. Barea,157.0,80,77,1.0,Made,Running Reverse Layup Shot,1610612742.0,DAL,1.0,6.0,7.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/463/c6af9ecc-6242-c133-aca2-1aadb813add0_1280x720.mp4,30460,train-30460,PLAYER200826 1' Running Reverse Layup ,PLAYER200826,action78
464.0,Foul,PT00M17.50S,Barea P.FOUL (P2.PN) (R.Garretson),0.0,h,3.0,200826.0,Barea,J. Barea,0.0,,,0.0,,Personal,1610612742.0,DAL,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/464/8a06162c-021a-9d91-329c-7dbe53e177a7_1280x720.mp4,30461,train-30461,PLAYER200826 P.FOUL ,PLAYER200826,action16
469.0 </> 470.0,Defensive Rebound </> period,PT00M00.40S </> PT00M00.00S,O'Neale REBOUND (Off:0 Def:3) </> End of 3rd Period (8:51 PM EST),0.0 </> 0.0,v </> ,3.0 </> 3.0,1626220.0 </> 0.0,O'Neale </> ,R. O'Neale </> ,0.0 </> 159.0, </> 82, </> 77,0.0 </> 0.0, </> ,Unknown </> end,1610612762.0 </> 0.0,UTA </> ,1.0 </> 1.0,0.0 </> 0.0,0.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/469/892e0b89-d3e9-0824-7a64-fc8f2d368808_1280x720.mp4 ,30462 </> 30463,train-30462 </> train-30463,PLAYER1626220 DEFENSIVE REBOUND  </> End of 3rd Period ,PLAYER1626220 </> ,action135 </> action170
469.0 </> 470.0,Defensive Rebound </> period,PT00M00.40S </> PT00M00.00S,O'Neale REBOUND (Off:0 Def:3) </> End of 3rd Period (8:51 PM EST),0.0 </> 0.0,v </> ,3.0 </> 3.0,1626220.0 </> 0.0,O'Neale </> ,R. O'Neale </> ,0.0 </> 159.0, </> 82, </> 77,0.0 </> 0.0, </> ,Unknown </> end,1610612762.0 </> 0.0,UTA </> ,1.0 </> 1.0,0.0 </> 0.0,0.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/470/492350bf-a70e-5fb3-84d7-f097ad33230f_1280x720.mp4,30462 </> 30463,train-30462 </> train-30463,PLAYER1626220 DEFENSIVE REBOUND  </> End of 3rd Period ,PLAYER1626220 </> ,action135 </> action170
472.0 </> 473.0,Missed Shot </> Defensive Rebound,PT11M35.00S </> PT11M34.00S,MISS Exum 1' Driving Layup </> Powell REBOUND (Off:1 Def:1),1.0 </> 0.0,v </> h,4.0 </> 4.0,203957.0 </> 203939.0,Exum </> Powell,D. Exum </> D. Powell,0.0 </> 0.0, </> , </> ,1.0 </> 0.0,Missed </> ,Driving Layup Shot </> Unknown,1610612762.0 </> 1610612742.0,UTA </> DAL,1.0 </> 1.0,8.0 </> 0.0,5.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/472/f620638b-626b-bbac-22af-93e1eacaa921_1280x720.mp4 ,30464 </> 30465,train-30464 </> train-30465,MISS PLAYER203957 1' Driving Layup </> PLAYER203939 DEFENSIVE REBOUND ,PLAYER203957 </> PLAYER203939,action99 </> action135
472.0 </> 473.0,Missed Shot </> Defensive Rebound,PT11M35.00S </> PT11M34.00S,MISS Exum 1' Driving Layup </> Powell REBOUND (Off:1 Def:1),1.0 </> 0.0,v </> h,4.0 </> 4.0,203957.0 </> 203939.0,Exum </> Powell,D. Exum </> D. Powell,0.0 </> 0.0, </> , </> ,1.0 </> 0.0,Missed </> ,Driving Layup Shot </> Unknown,1610612762.0 </> 1610612742.0,UTA </> DAL,1.0 </> 1.0,8.0 </> 0.0,5.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/473/95bcf76b-7674-48af-88c8-2b0c59e4462f_1280x720.mp4,30464 </> 30465,train-30464 </> train-30465,MISS PLAYER203957 1' Driving Layup </> PLAYER203939 DEFENSIVE REBOUND ,PLAYER203957 </> PLAYER203939,action99 </> action135
474.0,Foul,PT11M17.00S,Exum P.FOUL (P1.T1) (R.Garretson),0.0,v,4.0,203957.0,Exum,D. Exum,0.0,,,0.0,,Personal,1610612762.0,UTA,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/474/e6a2a497-dda9-707f-3108-ad81fa9c53fa_1280x720.mp4,30466,train-30466,PLAYER203957 P.FOUL ,PLAYER203957,action16
477.0 </> 478.0,Missed Shot </> Foul,PT11M04.00S </> PT11M02.00S,MISS Brunson 24' 3PT Jump Shot </> Powell L.B.FOUL (P3.T1) (P.Fraher),1.0 </> 0.0,h </> h,4.0 </> 4.0,1628973.0 </> 203939.0,Brunson </> Powell,J. Brunson </> D. Powell,0.0 </> 0.0, </> , </> ,24.0 </> 0.0,Missed </> ,Jump Shot </> Loose Ball,1610612742.0 </> 1610612742.0,DAL </> DAL,1.0 </> 1.0,237.0 </> 0.0,-8.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/477/c9f194c5-e78c-3d41-fb42-fd00f9c4da7b_1280x720.mp4 ,30467 </> 30468,train-30467 </> train-30468,MISS PLAYER1628973 24' 3PT Jump Shot </> PLAYER203939 L.B.FOUL ,PLAYER1628973 </> PLAYER203939,action109 </> action12
477.0 </> 478.0,Missed Shot </> Foul,PT11M04.00S </> PT11M02.00S,MISS Brunson 24' 3PT Jump Shot </> Powell L.B.FOUL (P3.T1) (P.Fraher),1.0 </> 0.0,h </> h,4.0 </> 4.0,1628973.0 </> 203939.0,Brunson </> Powell,J. Brunson </> D. Powell,0.0 </> 0.0, </> , </> ,24.0 </> 0.0,Missed </> ,Jump Shot </> Loose Ball,1610612742.0 </> 1610612742.0,DAL </> DAL,1.0 </> 1.0,237.0 </> 0.0,-8.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/478/5cc53485-f861-eb60-5504-de535c23aeac_1280x720.mp4,30467 </> 30468,train-30467 </> train-30468,MISS PLAYER1628973 24' 3PT Jump Shot </> PLAYER203939 L.B.FOUL ,PLAYER1628973 </> PLAYER203939,action109 </> action12
483.0,Turnover,PT10M54.00S,Exum Offensive Foul Turnover (P2.T16),0.0,v,4.0,203957.0,Exum,D. Exum,0.0,,,0.0,,Offensive Foul Turnover,1610612762.0,UTA,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/483/cbd06fee-1c91-47af-6813-8ff449b35571_1280x720.mp4,30469,train-30469,PLAYER203957 Offensive Foul Turnover ,PLAYER203957,action155
484.0 </> 485.0 </> 486.0,Missed Shot </> Offensive Rebound </> Made Shot,PT10M42.00S </> PT10M39.00S </> PT10M38.00S,MISS Barea 3' Driving Layup </> Kleber REBOUND (Off:1 Def:2) </> Kleber 1' Tip Layup Shot (11 PTS),1.0 </> 0.0 </> 1.0,h </> h </> h,4.0 </> 4.0 </> 4.0,200826.0 </> 1628467.0 </> 1628467.0,Barea </> Kleber </> Kleber,J. Barea </> M. Kleber </> M. Kleber,0.0 </> 0.0 </> 161.0, </>  </> 82, </>  </> 79,3.0 </> 0.0 </> 1.0,Missed </>  </> Made,Driving Layup Shot </> Unknown </> Tip Layup Shot,1610612742.0 </> 1610612742.0 </> 1610612742.0,DAL </> DAL </> DAL,1.0 </> 1.0 </> 1.0,0.0 </> 0.0 </> 0.0,31.0 </> 0.0 </> -6.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/484/9b296a10-c167-acfc-b715-aa8da829b215_1280x720.mp4 ,30470 </> 30471 </> 30472,train-30470 </> train-30471 </> train-30472,MISS PLAYER200826 3' Driving Layup </> PLAYER1628467 OFFENSIVE REBOUND  </> PLAYER1628467 1' Tip Layup Shot ,PLAYER200826 </> PLAYER1628467 </> PLAYER1628467,action99 </> action135 </> action82
484.0 </> 485.0 </> 486.0,Missed Shot </> Offensive Rebound </> Made Shot,PT10M42.00S </> PT10M39.00S </> PT10M38.00S,MISS Barea 3' Driving Layup </> Kleber REBOUND (Off:1 Def:2) </> Kleber 1' Tip Layup Shot (11 PTS),1.0 </> 0.0 </> 1.0,h </> h </> h,4.0 </> 4.0 </> 4.0,200826.0 </> 1628467.0 </> 1628467.0,Barea </> Kleber </> Kleber,J. Barea </> M. Kleber </> M. Kleber,0.0 </> 0.0 </> 161.0, </>  </> 82, </>  </> 79,3.0 </> 0.0 </> 1.0,Missed </>  </> Made,Driving Layup Shot </> Unknown </> Tip Layup Shot,1610612742.0 </> 1610612742.0 </> 1610612742.0,DAL </> DAL </> DAL,1.0 </> 1.0 </> 1.0,0.0 </> 0.0 </> 0.0,31.0 </> 0.0 </> -6.0, https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/485/5c51482a-b5e3-4d92-a7d9-772954fd6f4a_1280x720.mp4 ,30470 </> 30471 </> 30472,train-30470 </> train-30471 </> train-30472,MISS PLAYER200826 3' Driving Layup </> PLAYER1628467 OFFENSIVE REBOUND  </> PLAYER1628467 1' Tip Layup Shot ,PLAYER200826 </> PLAYER1628467 </> PLAYER1628467,action99 </> action135 </> action82
484.0 </> 485.0 </> 486.0,Missed Shot </> Offensive Rebound </> Made Shot,PT10M42.00S </> PT10M39.00S </> PT10M38.00S,MISS Barea 3' Driving Layup </> Kleber REBOUND (Off:1 Def:2) </> Kleber 1' Tip Layup Shot (11 PTS),1.0 </> 0.0 </> 1.0,h </> h </> h,4.0 </> 4.0 </> 4.0,200826.0 </> 1628467.0 </> 1628467.0,Barea </> Kleber </> Kleber,J. Barea </> M. Kleber </> M. Kleber,0.0 </> 0.0 </> 161.0, </>  </> 82, </>  </> 79,3.0 </> 0.0 </> 1.0,Missed </>  </> Made,Driving Layup Shot </> Unknown </> Tip Layup Shot,1610612742.0 </> 1610612742.0 </> 1610612742.0,DAL </> DAL </> DAL,1.0 </> 1.0 </> 1.0,0.0 </> 0.0 </> 0.0,31.0 </> 0.0 </> -6.0, https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/486/561252e7-a50c-2080-363b-60a49ea4d80c_1280x720.mp4,30470 </> 30471 </> 30472,train-30470 </> train-30471 </> train-30472,MISS PLAYER200826 3' Driving Layup </> PLAYER1628467 OFFENSIVE REBOUND  </> PLAYER1628467 1' Tip Layup Shot ,PLAYER200826 </> PLAYER1628467 </> PLAYER1628467,action99 </> action135 </> action82
487.0,Foul,PT10M31.00S,Powell S.FOUL (P4.T2) (E.Dalen),0.0,h,4.0,203939.0,Powell,D. Powell,0.0,,,0.0,,Shooting,1610612742.0,DAL,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/487/ca42d490-d2fb-c84e-5ef8-c873dd46419a_1280x720.mp4,30473,train-30473,PLAYER203939 S.FOUL ,PLAYER203939,action18
493.0 </> 496.0,Foul </> Foul,PT10M22.00S </> PT10M22.00S,Barea P.FOUL (P3.T3) (R.Garretson) </> Powell T.FOUL (P4.T3) (R.Garretson),0.0 </> 0.0,h </> h,4.0 </> 4.0,200826.0 </> 203939.0,Barea </> Powell,J. Barea </> D. Powell,0.0 </> 0.0, </> , </> ,0.0 </> 0.0, </> ,Personal </> Technical,1610612742.0 </> 1610612742.0,DAL </> DAL,1.0 </> 1.0,0.0 </> 0.0,0.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/493/a2018f39-eeee-cabb-26ad-45309f42f2eb_1280x720.mp4 ,30474 </> 30475,train-30474 </> train-30475,PLAYER200826 P.FOUL  </> PLAYER203939 T.FOUL ,PLAYER200826 </> PLAYER203939,action16 </> action19
493.0 </> 496.0,Foul </> Foul,PT10M22.00S </> PT10M22.00S,Barea P.FOUL (P3.T3) (R.Garretson) </> Powell T.FOUL (P4.T3) (R.Garretson),0.0 </> 0.0,h </> h,4.0 </> 4.0,200826.0 </> 203939.0,Barea </> Powell,J. Barea </> D. Powell,0.0 </> 0.0, </> , </> ,0.0 </> 0.0, </> ,Personal </> Technical,1610612742.0 </> 1610612742.0,DAL </> DAL,1.0 </> 1.0,0.0 </> 0.0,0.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/496/8f1db541-7935-0667-e19e-d32f1788f2a9_1280x720.mp4,30474 </> 30475,train-30474 </> train-30475,PLAYER200826 P.FOUL  </> PLAYER203939 T.FOUL ,PLAYER200826 </> PLAYER203939,action16 </> action19
498.0,Foul,PT10M17.00S,Brunson S.FOUL (P1.T4) (E.Dalen),0.0,h,4.0,1628973.0,Brunson,J. Brunson,0.0,,,0.0,,Shooting,1610612742.0,DAL,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/498/eaf3b3e1-1d13-acf8-504b-1522db57db5e_1280x720.mp4,30476,train-30476,PLAYER1628973 S.FOUL ,PLAYER1628973,action18
503.0,Missed Shot,PT10M00.00S,MISS Brunson 3' Driving Layup,1.0,h,4.0,1628973.0,Brunson,J. Brunson,0.0,,,3.0,Missed,Driving Layup Shot,1610612742.0,DAL,1.0,29.0,11.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/503/5d10179a-4455-157e-45fb-b88542715fe2_1280x720.mp4,30477,train-30477,MISS PLAYER1628973 3' Driving Layup,PLAYER1628973,action99
505.0,Made Shot,PT09M50.00S,Allen 25' 3PT Jump Shot (9 PTS),1.0,v,4.0,1628960.0,Allen,G. Allen,168.0,89,79,25.0,Made,Jump Shot,1610612762.0,UTA,1.0,147.0,204.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/505/b1fdc96f-fca5-9aaa-5edc-22aacd1c9029_1280x720.mp4,30478,train-30478,PLAYER1628960 25' 3PT Jump Shot ,PLAYER1628960,action63
521.0,Missed Shot,PT09M31.00S,MISS Matthews 14' Turnaround Jump Shot,1.0,h,4.0,202083.0,Matthews,W. Matthews,0.0,,,14.0,Missed,Turnaround Jump Shot,1610612742.0,DAL,1.0,0.0,136.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/521/1d9af277-f631-31a5-d9d2-2fa2f8d35578_1280x720.mp4,30479,train-30479,MISS PLAYER202083 14' Turnaround Jump Shot,PLAYER202083,action133
524.0,Foul,PT09M17.00S,Matthews P.FOUL (P1.PN) (R.Garretson),0.0,h,4.0,202083.0,Matthews,W. Matthews,0.0,,,0.0,,Personal,1610612742.0,DAL,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/524/4e136779-5b3f-8f69-469b-3509ee0a6abe_1280x720.mp4,30480,train-30480,PLAYER202083 P.FOUL ,PLAYER202083,action16
528.0,Foul,PT09M11.00S,Niang P.FOUL (P3.T2) (R.Garretson),0.0,v,4.0,1627777.0,Niang,G. Niang,0.0,,,0.0,,Personal,1610612762.0,UTA,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/528/10fb9b71-9a74-ec33-f041-bb044883fed8_1280x720.mp4,30481,train-30481,PLAYER1627777 P.FOUL ,PLAYER1627777,action16
531.0,Made Shot,PT09M03.00S,Smith Jr. 21' Jump Shot (24 PTS),1.0,h,4.0,1628372.0,Smith Jr.,D. Smith Jr.,172.0,91,81,21.0,Made,Jump Shot,1610612742.0,DAL,1.0,-30.0,207.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/531/540a91ba-811a-11ea-d607-b1a4bc62f127_1280x720.mp4,30482,train-30482,PLAYER1628372 21' Jump Shot ,PLAYER1628372,action63
550.0 </> 552.0,Missed Shot </> Offensive Rebound,PT08M52.00S </> PT08M52.00S,MISS Exum 5' Driving Layup </> Exum REBOUND (Off:1 Def:3),1.0 </> 0.0,v </> v,4.0 </> 4.0,203957.0 </> 203957.0,Exum </> Exum,D. Exum </> D. Exum,0.0 </> 0.0, </> , </> ,5.0 </> 0.0,Missed </> ,Driving Layup Shot </> Unknown,1610612762.0 </> 1610612762.0,UTA </> UTA,1.0 </> 1.0,-1.0 </> 0.0,52.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/550/b62b586b-d8b1-e47c-f351-3a3512b30f5a_1280x720.mp4 ,30483 </> 30484,train-30483 </> train-30484,MISS PLAYER203957 5' Driving Layup </> PLAYER203957 OFFENSIVE REBOUND ,PLAYER203957 </> PLAYER203957,action99 </> action135
550.0 </> 552.0,Missed Shot </> Offensive Rebound,PT08M52.00S </> PT08M52.00S,MISS Exum 5' Driving Layup </> Exum REBOUND (Off:1 Def:3),1.0 </> 0.0,v </> v,4.0 </> 4.0,203957.0 </> 203957.0,Exum </> Exum,D. Exum </> D. Exum,0.0 </> 0.0, </> , </> ,5.0 </> 0.0,Missed </> ,Driving Layup Shot </> Unknown,1610612762.0 </> 1610612762.0,UTA </> UTA,1.0 </> 1.0,-1.0 </> 0.0,52.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/552/4b48e8da-f59e-1855-a97b-aefe461ab946_1280x720.mp4,30483 </> 30484,train-30483 </> train-30484,MISS PLAYER203957 5' Driving Layup </> PLAYER203957 OFFENSIVE REBOUND ,PLAYER203957 </> PLAYER203957,action99 </> action135
534.0,Foul,PT08M47.00S,Barnes S.FOUL (P2.PN) (R.Garretson),0.0,h,4.0,203084.0,Barnes,H. Barnes,0.0,,,0.0,,Shooting,1610612742.0,DAL,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/534/5c4c7ab7-96b6-fffb-27ba-ed689a5431cc_1280x720.mp4,30485,train-30485,PLAYER203084 S.FOUL ,PLAYER203084,action18
542.0,Foul,PT08M34.00S,Mitchell S.FOUL (P4.T3) (E.Dalen),0.0,v,4.0,1628378.0,Mitchell,D. Mitchell,0.0,,,0.0,,Shooting,1610612762.0,UTA,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/542/86a3cac6-962d-aa03-af12-d35330d3b57d_1280x720.mp4,30486,train-30486,PLAYER1628378 S.FOUL ,PLAYER1628378,action18
545.0 </> 546.0,Missed Shot </> Defensive Rebound,PT08M23.00S </> PT08M21.00S,MISS Niang 25' 3PT Jump Shot </> Matthews REBOUND (Off:2 Def:3),1.0 </> 0.0,v </> h,4.0 </> 4.0,1627777.0 </> 202083.0,Niang </> Matthews,G. Niang </> W. Matthews,0.0 </> 0.0, </> , </> ,25.0 </> 0.0,Missed </> ,Jump Shot </> Unknown,1610612762.0 </> 1610612742.0,UTA </> DAL,1.0 </> 1.0,-192.0 </> 0.0,156.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/545/24991380-5b5c-0cfe-05db-54c3240cadbd_1280x720.mp4 ,30487 </> 30488,train-30487 </> train-30488,MISS PLAYER1627777 25' 3PT Jump Shot </> PLAYER202083 DEFENSIVE REBOUND ,PLAYER1627777 </> PLAYER202083,action109 </> action135
545.0 </> 546.0,Missed Shot </> Defensive Rebound,PT08M23.00S </> PT08M21.00S,MISS Niang 25' 3PT Jump Shot </> Matthews REBOUND (Off:2 Def:3),1.0 </> 0.0,v </> h,4.0 </> 4.0,1627777.0 </> 202083.0,Niang </> Matthews,G. Niang </> W. Matthews,0.0 </> 0.0, </> , </> ,25.0 </> 0.0,Missed </> ,Jump Shot </> Unknown,1610612762.0 </> 1610612742.0,UTA </> DAL,1.0 </> 1.0,-192.0 </> 0.0,156.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/546/f454e3a3-57f6-9b4b-2fe7-c88e67157865_1280x720.mp4,30487 </> 30488,train-30487 </> train-30488,MISS PLAYER1627777 25' 3PT Jump Shot </> PLAYER202083 DEFENSIVE REBOUND ,PLAYER1627777 </> PLAYER202083,action109 </> action135
547.0,Made Shot,PT08M18.00S,Doncic 1' Running Layup (12 PTS) (Smith Jr. 3 AST),1.0,h,4.0,1629029.0,Doncic,L. Doncic,180.0,94,86,1.0,Made,Running Layup Shot,1610612742.0,DAL,1.0,5.0,10.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/547/03f1bd53-5dd6-5044-d9ac-6e61e734bf9f_1280x720.mp4,30489,train-30489,PLAYER1629029 1' Running Layup (Smith AST),PLAYER1629029,action75
558.0,Made Shot,PT08M02.00S,Gobert 1' Driving Finger Roll Layup (15 PTS) (Ingles 5 AST),1.0,v,4.0,203497.0,Gobert,R. Gobert,182.0,96,86,1.0,Made,Driving Finger Roll Layup Shot,1610612762.0,UTA,1.0,5.0,10.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/558/bdcf0e15-fb4d-ab72-1dea-a8709b91ab7a_1280x720.mp4,30490,train-30490,PLAYER203497 1' Driving Finger Roll Layup (PLAYER204060 AST),PLAYER203497 PLAYER204060,action49
560.0,Turnover,PT07M45.00S,Doncic Bad Pass Turnover (P5.T12),0.0,h,4.0,1629029.0,Doncic,L. Doncic,0.0,,,0.0,,Bad Pass,1610612742.0,DAL,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/560/6d9aa7e1-6a52-9d7f-d85c-4dee8e8ab272_1280x720.mp4,30491,train-30491,PLAYER1629029 Bad Pass Turnover ,PLAYER1629029,action143
562.0,Missed Shot,PT07M35.00S,MISS Exum 3PT Jump Shot,1.0,v,4.0,203957.0,Exum,D. Exum,0.0,,,0.0,Missed,Jump Shot,1610612762.0,UTA,1.0,226.0,9.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/562/62cfc4f6-db5e-e126-60db-1e58684052a5_1280x720.mp4,30492,train-30492,MISS PLAYER203957 3PT Jump Shot,PLAYER203957,action109
565.0,Foul,PT07M27.00S,Ingles P.FOUL (P3.T4) (P.Fraher),0.0,v,4.0,204060.0,Ingles,J. Ingles,0.0,,,0.0,,Personal,1610612762.0,UTA,1.0,0.0,0.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/565/6ea28df4-8474-9f4b-51f3-08818af58484_1280x720.mp4,30493,train-30493,PLAYER204060 P.FOUL ,PLAYER204060,action16
569.0 </> 570.0,Missed Shot </> Defensive Rebound,PT07M22.00S </> PT07M18.00S,MISS Smith Jr. 25' 3PT Jump Shot </> Crowder REBOUND (Off:0 Def:6),1.0 </> 0.0,h </> v,4.0 </> 4.0,1628372.0 </> 203109.0,Smith Jr. </> Crowder,D. Smith Jr. </> J. Crowder,0.0 </> 0.0, </> , </> ,25.0 </> 0.0,Missed </> ,Jump Shot </> Unknown,1610612742.0 </> 1610612762.0,DAL </> UTA,1.0 </> 1.0,-136.0 </> 0.0,215.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/569/4c42e5c6-8de0-c4bc-a5fc-bc92fdc53eb8_1280x720.mp4 ,30494 </> 30495,train-30494 </> train-30495,MISS PLAYER1628372 25' 3PT Jump Shot </> PLAYER203109 DEFENSIVE REBOUND ,PLAYER1628372 </> PLAYER203109,action109 </> action135
569.0 </> 570.0,Missed Shot </> Defensive Rebound,PT07M22.00S </> PT07M18.00S,MISS Smith Jr. 25' 3PT Jump Shot </> Crowder REBOUND (Off:0 Def:6),1.0 </> 0.0,h </> v,4.0 </> 4.0,1628372.0 </> 203109.0,Smith Jr. </> Crowder,D. Smith Jr. </> J. Crowder,0.0 </> 0.0, </> , </> ,25.0 </> 0.0,Missed </> ,Jump Shot </> Unknown,1610612742.0 </> 1610612762.0,DAL </> UTA,1.0 </> 1.0,-136.0 </> 0.0,215.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/570/5b8cfbda-3447-b5ca-55a4-ad07db2db1f7_1280x720.mp4,30494 </> 30495,train-30494 </> train-30495,MISS PLAYER1628372 25' 3PT Jump Shot </> PLAYER203109 DEFENSIVE REBOUND ,PLAYER1628372 </> PLAYER203109,action109 </> action135
571.0,Made Shot,PT07M09.00S,Mitchell 17' Pullup Jump Shot (18 PTS),1.0,v,4.0,1628378.0,Mitchell,D. Mitchell,184.0,98,86,17.0,Made,Pullup Jump shot,1610612762.0,UTA,1.0,-51.0,157.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/571/432e815e-28e3-8f85-b604-1ac433565d5a_1280x720.mp4,30496,train-30496,PLAYER1628378 17' Pullup Jump Shot ,PLAYER1628378,action65
572.0 </> 573.0,Missed Shot </> Defensive Rebound,PT06M49.00S </> PT06M46.00S,MISS Barnes 19' Jump Shot </> Gobert REBOUND (Off:4 Def:8),1.0 </> 0.0,h </> v,4.0 </> 4.0,203084.0 </> 203497.0,Barnes </> Gobert,H. Barnes </> R. Gobert,0.0 </> 0.0, </> , </> ,19.0 </> 0.0,Missed </> ,Jump Shot </> Unknown,1610612742.0 </> 1610612762.0,DAL </> UTA,1.0 </> 1.0,81.0 </> 0.0,174.0 </> 0.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/572/70ee963f-8a8f-94d8-4b29-450973227029_1280x720.mp4 ,30497 </> 30498,train-30497 </> train-30498,MISS PLAYER203084 19' Jump Shot </> PLAYER203497 DEFENSIVE REBOUND ,PLAYER203084 </> PLAYER203497,action109 </> action135
572.0 </> 573.0,Missed Shot </> Defensive Rebound,PT06M49.00S </> PT06M46.00S,MISS Barnes 19' Jump Shot </> Gobert REBOUND (Off:4 Def:8),1.0 </> 0.0,h </> v,4.0 </> 4.0,203084.0 </> 203497.0,Barnes </> Gobert,H. Barnes </> R. Gobert,0.0 </> 0.0, </> , </> ,19.0 </> 0.0,Missed </> ,Jump Shot </> Unknown,1610612742.0 </> 1610612762.0,DAL </> UTA,1.0 </> 1.0,81.0 </> 0.0,174.0 </> 0.0, https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/573/86390e00-d47c-3db0-3da1-879dcb43a550_1280x720.mp4,30497 </> 30498,train-30497 </> train-30498,MISS PLAYER203084 19' Jump Shot </> PLAYER203497 DEFENSIVE REBOUND ,PLAYER203084 </> PLAYER203497,action109 </> action135
574.0,Made Shot,PT06M28.00S,Crowder Driving Reverse Layup (15 PTS) (Rubio 7 AST),1.0,v,4.0,203109.0,Crowder,J. Crowder,186.0,100,86,0.0,Made,Driving Reverse Layup Shot,1610612762.0,UTA,1.0,1.0,4.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/574/2388cee9-6c03-f55b-e182-bc98971f592c_1280x720.mp4,30499,train-30499,PLAYER203109 Driving Reverse Layup (PLAYER201937 AST),PLAYER203109 PLAYER201937,action55
583.0,Made Shot,PT05M56.00S,Mitchell 15' Jump Shot (20 PTS),1.0,v,4.0,1628378.0,Mitchell,D. Mitchell,189.0,102,87,15.0,Made,Jump Shot,1610612762.0,UTA,1.0,-86.0,124.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/583/d3724aa4-d72b-6e90-068b-969bcf8dbe27_1280x720.mp4,30500,train-30500,PLAYER1628378 15' Jump Shot ,PLAYER1628378,action63
588.0,Made Shot,PT05M32.00S,Gobert 1' Dunk (17 PTS) (Mitchell 4 AST),1.0,v,4.0,203497.0,Gobert,R. Gobert,193.0,104,89,1.0,Made,Dunk Shot,1610612762.0,UTA,1.0,-4.0,6.0,https://videos.nba.com/nba/pbp/media/2018/10/28/0021800084/588/c97f1c67-4606-dd59-d851-a312e7ebb947_1280x720.mp4,30501,train-30501,PLAYER203497 1' Dunk (PLAYER1628378 AST),PLAYER203497 PLAYER1628378,action56
